ID,Time_real,Time_pred_class,Time_real_class,1.0,1.5,2.0,2.5,3.0,3.5,4.0,4.5,5.0,Delivery_person_ID,Delivery_person_Age,Delivery_person_Ratings,Order_Date,Time_Orderd,Time_Order_picked,Weatherconditions,Road_traffic_density,Type_of_order,Type_of_vehicle,multiple_deliveries,Festival,City,Time_taken_min,Peak_flag,region,region_city,avg_time_by_region_city,distance_km,long_distance,vehicle_condition_binary,prep_time,Restaurant_name_real,Restaurant_lat_real,Restaurant_lon_real,Delivery_lat_real,Delivery_lon_real
0xce25 ,20.0,2.5,2.0,0.0,0.0015969430001355769,0.4257050087386878,0.5705003914644009,0.002111314567576607,6.0177917320774466e-05,1.3082155939298798e-05,5.232862375719519e-06,7.849293563579279e-06,LUDHRES17DEL02 ,20,4.7,2022-02-15,2022-02-15 20:00:00,2022-02-15 20:15:00,Cloudy,Jam ,Drinks ,motorcycle ,1.0,No ,Metropolitian ,20.0,1,ludhiana,ludhiana_Metropolitian ,27.25,7.325358653271534,0,0,15.0,The Brew Estate Ludhiana,30.8950544,75.82176729999999,30.922456434770197,75.89149566499404
0xcaef ,20.0,2.5,2.0,1.2642225031605563e-05,0.002675652005542592,0.46899408201885606,0.5182813161527534,0.00848651153152829,0.0009461769483267346,0.0006036191179604446,0.0,0.0,LUDHRES04DEL01 ,31,4.7,2022-02-12,2022-02-12 23:00:00,2022-02-12 23:15:00,Stormy,Low ,Snack ,motorcycle ,1.0,No ,Metropolitian ,20.0,0,ludhiana,ludhiana_Metropolitian ,27.25,16.11216585109177,1,0,15.0,Mama bhanja snacks bar,30.9182694,75.8192018,30.950627414797033,75.98356070407702
0x9dcb ,39.0,3.5,3.5,0.0,0.0003611585055770464,0.011973087457816592,0.002374559855907873,0.3694649909526845,0.3743169311172043,0.24037680669175496,0.0011324654190519776,0.0,VADRES010DEL03 ,28,4.9,2022-03-23,2022-03-23 18:55:00,2022-03-23 19:00:00,Fog,Medium ,Buffet ,motorcycle ,1.0,No ,Urban ,39.0,1,vadodara,vadodara_Urban ,23.208695652173912,13.631339548300275,1,0,5.0,Teal Restaurant,22.3099297,73.1712223,22.40939899517002,73.09325617987243
0x8cef ,22.0,2.0,2.0,0.013546916284755888,0.02505592499858034,0.6158662688641541,0.344448597988252,0.0010362089149492492,4.608294930875576e-05,0.0,0.0,0.0,HYDRES16DEL02 ,20,4.8,2022-03-26,2022-03-26 18:10:00,2022-03-26 18:15:00,Stormy,Medium ,Drinks ,scooter ,1.0,No ,Urban ,22.0,1,hyderabad,hyderabad_Urban ,23.318385650224215,7.683556858430526,0,1,5.0,Lake District Bar & Kitchen,17.4223501,78.4651959,17.436798899881435,78.53593472796159
0x849f ,38.0,2.5,3.5,0.0,0.006750968454461907,0.009510082977325739,0.48703119250326204,0.31826183555577214,0.17792569045769763,0.00028836872586872586,0.00023186132561132564,0.0,SURRES06DEL01 ,29,4.6,2022-03-25,2022-03-25 20:25:00,2022-03-25 20:30:00,Sandstorms,Jam ,Snack ,motorcycle ,1.0,No ,Metropolitian ,38.0,1,surat,surat_Metropolitian ,27.114797031863816,16.720678992752937,1,0,5.0,Shree Sainath Snacks,21.1883329,72.81337359999999,21.3157116829819,72.72683839672517
0x660b ,28.0,2.5,2.5,0.00021526463355530477,0.0036049096539964433,0.012914119273980083,0.6723093879588199,0.30826971723075935,0.002686601248889293,0.0,0.0,0.0,RANCHIRES17DEL03 ,32,4.6,2022-03-03,2022-03-03 17:15:00,2022-03-03 17:30:00,Stormy,Medium ,Buffet ,motorcycle ,0.0,No ,Metropolitian ,28.0,1,ranchi,ranchi_Metropolitian ,27.371773750686437,9.055364789945113,0,1,15.0,The Reef Rooftop Restaurant,23.3655328,85.3438771,23.30087763664196,85.3980793177447
0xa7ef ,17.0,1.5,1.5,0.01769215896957135,0.4004084396370654,0.25570786235476034,0.3261915390386023,0.0,0.0,0.0,0.0,0.0,HYDRES17DEL02 ,29,4.5,2022-03-19,2022-03-19 10:00:00,2022-03-19 10:15:00,Sandstorms,Low ,Buffet ,motorcycle ,1.0,No ,Metropolitian ,17.0,0,hyderabad,hyderabad_Metropolitian ,27.338254450716455,3.0734537599377685,0,0,15.0,63 Degrees Modern Regional Buffet,17.4433254,78.3679466,17.47022975108573,78.36077771010063
0xaa52 ,36.0,4.5,3.5,0.0,0.0,0.001970253912501195,0.006316500959358103,0.008535649383109661,0.1432774413026705,0.06494030360806542,0.7742686586334281,0.0006911922008696202,VADRES06DEL02 ,25,4.7,2022-03-06,2022-03-06 19:10:00,2022-03-06 19:20:00,Cloudy,Jam ,Buffet ,motorcycle ,1.0,No ,Metropolitian ,36.0,1,vadodara,vadodara_Metropolitian ,27.81117021276596,19.688246931881576,1,0,10.0,Teal Restaurant,22.3099297,73.1712223,22.197630000847496,73.31930494386417
0x9db3 ,29.0,2.5,2.5,0.0004699393490607839,0.004843228246832575,0.33299161849915043,0.6591651026870359,0.0025301112179208947,0.0,0.0,0.0,0.0,CHENRES11DEL02 ,38,4.6,2022-03-30,2022-03-30 09:45:00,2022-03-30 09:50:00,Windy,Low ,Drinks ,electric_scooter ,1.0,No ,Metropolitian ,29.0,0,chennai,chennai_Metropolitian ,27.45638766519824,3.1045718665451782,0,1,5.0,Lord of the Drinks Chennai,13.0622072,80.2455444,13.052283459944109,80.2187697893153
0x2703 ,25.0,2.0,2.5,0.0024183218771645426,0.011936861155431003,0.5108993861763869,0.47432595684156215,0.0,0.0004194739494551033,0.0,0.0,0.0,HYDRES13DEL03 ,21,4.8,2022-03-17,2022-03-17 18:25:00,2022-03-17 18:30:00,Fog,Medium ,Buffet ,motorcycle ,1.0,No ,Metropolitian ,25.0,1,hyderabad,hyderabad_Metropolitian ,27.338254450716455,9.220373067021216,0,0,5.0,63 Degrees Modern Regional Buffet,17.4433254,78.3679466,17.3619276301023,78.3864381685367
0xcbe6 ,28.0,2.0,2.5,0.0008305863896359001,0.2903264272202596,0.3919286905900445,0.31676956248459576,0.00014473331546502278,0.0,0.0,0.0,0.0,GOARES010DEL01 ,27,4.4,2022-02-11,2022-02-11 10:10:00,2022-02-11 10:20:00,Stormy,Low ,Snack ,motorcycle ,0.0,No ,Metropolitian ,28.0,0,goa,goa_Metropolitian ,26.96127562642369,1.544016399331778,0,0,10.0,The Goan Kitchen,15.2800339,73.95994569999999,15.293933920703648,73.96120738740693
0x5692 ,33.0,3.0,3.0,0.0,1.528735597462999e-05,0.009691283352380542,0.03093137504764721,0.3522040726808179,0.30033830229013847,0.10606139788830185,0.20075828138474008,0.0,JAPRES09DEL03 ,37,4.7,2022-04-03,2022-04-03 21:25:00,2022-04-03 21:30:00,Sandstorms,Jam ,Meal ,motorcycle ,1.0,No ,Metropolitian ,33.0,1,jaipur,jaipur_Metropolitian ,27.549778315195486,4.469203457950985,0,0,5.0,Govindam Retreat,26.9289173,75.8254427,26.890192032065908,75.81285906134828
0x60ae ,33.0,2.5,3.0,9.102866374160046e-06,0.0007063080920417013,0.012202681598091042,0.46496226490803205,0.30969656743118035,0.21242307510428093,0.0,0.0,0.0,JAPRES01DEL01 ,30,5.0,2022-03-28,2022-03-28 14:25:00,2022-03-28 14:40:00,Fog,High ,Buffet ,motorcycle ,1.0,No ,Metropolitian ,33.0,1,jaipur,jaipur_Metropolitian ,27.549778315195486,5.958965689667192,0,1,15.0,"TGIB: The Grand Indian Buffet ( Pure Veg Buffet Restaurant), Vaishali Nagar Jaipur",26.9117982,75.7491156,26.907084482188047,75.68935744569161
0x4ba0 ,23.0,2.0,2.0,6.016614111355723e-05,0.0019126044627813654,0.6514297055385344,0.3080064925246427,0.009870416365743323,0.014323702354889632,0.007266810275506211,0.007130102336789943,0.0,MUMRES03DEL01 ,39,4.8,2022-04-01,2022-04-01 13:40:00,2022-04-01 13:45:00,Sunny,High ,Buffet ,motorcycle ,1.0,No ,Metropolitian ,23.0,1,mumbai,mumbai_Metropolitian ,26.970575318401405,6.116927321899057,0,0,5.0,Peshwa Pavilion,19.1039406,72.8696246,19.13189842370715,72.91977113438202
0x818a ,25.0,2.5,2.5,1.9580026856645226e-05,0.00208029092939406,0.010964135965427824,0.6147162790084981,0.3687060592159504,0.0035136548538733845,0.0,0.0,0.0,PUNERES08DEL02 ,33,4.7,2022-03-01,2022-03-01 18:15:00,2022-03-01 18:30:00,Sandstorms,Medium ,Meal ,scooter ,1.0,No ,Metropolitian ,25.0,1,pune,pune_Metropolitian ,27.299866131191433,7.66095172081025,0,1,15.0,The Sassy Spoon,18.533963,73.89873589999999,18.593559488817224,73.93563885640621
0xa82 ,28.0,2.5,2.5,0.0007259635778391214,0.0038583064565748796,0.0014596469516622865,0.6448020513668511,0.3473641528013243,0.0017303550362222676,2.9761904761904762e-05,2.9761904761904762e-05,0.0,MYSRES15DEL02 ,30,4.7,2022-04-05,2022-04-05 20:00:00,2022-04-05 20:10:00,Sandstorms,Jam ,Snack ,scooter ,1.0,No ,Metropolitian ,28.0,1,mysuru,mysuru_Metropolitian ,27.17863720073665,7.771834302405086,0,1,10.0,Shavai mysore,12.2649402,76.621179,12.271890882612267,76.69226494449057
0x49d2 ,27.0,2.5,2.5,0.00020670504072942413,0.08616604396579867,0.25581875109858476,0.3853482149027971,0.20347804840932412,0.06826760793120024,0.0006183204653708046,9.630818619582665e-05,0.0,SURRES02DEL02 ,20,4.6,2022-03-04,2022-03-04 17:45:00,2022-03-04 17:50:00,Windy,Medium ,Meal ,motorcycle ,1.0,No ,Metropolitian ,27.0,1,surat,surat_Metropolitian ,27.114797031863816,12.161009703058534,1,0,5.0,Levvel 5 Restaurant & Levvel 5 Delicacy (Ready To Eat),21.1860371,72.79435409999999,21.165967730899702,72.67922165158846
0x8d77 ,22.0,2.5,2.0,0.003773234672486397,0.2836841240801926,0.2390277712459056,0.4732545013378207,0.00018894009216589863,7.142857142857143e-05,0.0,0.0,0.0,MYSRES05DEL02 ,35,4.8,2022-04-04,2022-04-04 00:00:00,2022-04-04 00:10:00,Sandstorms,Low ,Buffet ,scooter ,1.0,No ,Metropolitian ,22.0,0,mysuru,mysuru_Metropolitian ,27.17863720073665,20.20631641648197,1,1,10.0,Empire Restaurant,12.3239429,76.6278007,12.208959018127382,76.77211128045181
0x5198 ,12.0,1.0,1.0,0.5619829503347675,0.43357344192461855,0.003344074587053086,0.0010995331535609385,0.0,0.0,0.0,0.0,0.0,COIMBRES19DEL02 ,28,4.8,2022-03-21,2022-03-21 10:50:00,2022-03-21 10:55:00,Cloudy,Low ,Meal ,motorcycle ,0.0,No ,Metropolitian ,12.0,0,coimbatore,coimbatore_Metropolitian ,27.304291287386217,3.1161417126181274,0,1,5.0,Valarmathi Mess,11.0018364,76.9759344,11.016980282579633,76.99997810831773
0x1da8 ,39.0,3.5,3.5,0.0,0.0,0.0,0.0,0.006010250487141242,0.7497451816933078,0.24405064409621616,0.00019392372333548806,0.0,MYSRES12DEL02 ,36,4.3,2022-03-23,2022-03-23 23:55:00,2022-03-23 00:00:00,Fog,Low ,Snack ,motorcycle ,1.0,No ,Metropolitian ,39.0,0,mysuru,mysuru_Metropolitian ,27.17863720073665,12.436148456121032,1,0,-1435.0,Mysore rolls,12.3012869,76.6351296,12.407080320556195,76.59645940662247
0xbbec ,15.0,1.5,1.5,0.4321825118864103,0.5575946477393171,0.006250948370208643,0.00397189200406391,0.0,0.0,0.0,0.0,0.0,HYDRES18DEL03 ,23,4.5,2022-04-01,2022-04-01 23:45:00,2022-04-01 00:00:00,Sandstorms,Low ,Buffet ,scooter ,0.0,No ,Metropolitian ,15.0,0,hyderabad,hyderabad_Metropolitian ,27.338254450716455,9.219905581616992,0,1,-1425.0,63 Degrees Modern Regional Buffet,17.4433254,78.3679466,17.489122922716238,78.44045410654648
0xa840 ,35.0,2.5,3.5,4.774676353837575e-05,0.0010650146510103277,0.011674911237240652,0.46803766389423485,0.31179732181517444,0.20737734163880167,0.0,0.0,0.0,JAPRES09DEL01 ,33,4.8,2022-03-21,2022-03-21 13:55:00,2022-03-21 14:00:00,Cloudy,High ,Snack ,motorcycle ,0.0,No ,Metropolitian ,35.0,1,jaipur,jaipur_Metropolitian ,27.549778315195486,5.958820916622007,0,1,5.0,Sip and Snacks - Bapu Nagar,26.8873596,75.8053908,26.91603086270345,75.75464282498635
0x9c97 ,21.0,2.0,2.0,0.0,0.0024830864187873666,0.596019993842091,0.3637630345668343,0.025423722260859694,0.006372911618534209,0.0034395134148406427,0.002139921640699312,0.0003578162373547714,MUMRES03DEL03 ,39,4.8,2022-04-06,2022-04-06 22:10:00,2022-04-06 22:15:00,Stormy,Low ,Snack ,motorcycle ,1.0,No ,Urban ,21.0,1,mumbai,mumbai_Urban ,22.85985401459854,13.762097103297643,1,0,5.0,Mumbai Snacks,19.0923621,72.85724920000001,18.972345469143665,72.82312353503426
0xaa50 ,23.0,2.0,2.0,0.002591936133222062,0.007994831561254186,0.521908782473462,0.4620897669869292,0.004806082495070859,0.0003779938236387715,0.00023060652642306116,0.0,0.0,BANGRES04DEL03 ,33,4.8,2022-03-11,2022-03-11 23:00:00,2022-03-11 23:15:00,Sunny,Low ,Drinks ,motorcycle ,1.0,No ,Metropolitian ,23.0,0,bengaluru,bengaluru_Metropolitian ,27.103890362511052,9.31488473286169,0,0,15.0,Just BLR,12.9732755,77.6073169,12.964191050772337,77.69266853313066
0x1809 ,11.0,1.0,1.0,0.4188069582820255,0.2269029648278643,0.20573420792028965,0.14613138905570824,0.002333266971951989,9.121294216113827e-05,0.0,0.0,0.0,COIMBRES19DEL03 ,24,4.7,2022-03-24,2022-03-24 21:15:00,2022-03-24 21:25:00,Sandstorms,Jam ,Meal ,scooter ,0.0,No ,Urban ,11.0,1,coimbatore,coimbatore_Urban ,22.834355828220858,9.348112475389563,0,1,10.0,Valarmathi Mess,11.0018364,76.9759344,10.982952901307844,77.05930643254935
0x3705 ,16.0,1.0,1.5,0.5383431944286687,0.44918413636425175,0.009972460252220847,0.0025002089548584712,0.0,0.0,0.0,0.0,0.0,INDORES14DEL02 ,24,4.6,2022-04-03,2022-04-03 23:20:00,2022-04-03 23:35:00,Sandstorms,Low ,Meal ,motorcycle ,0.0,No ,Metropolitian ,16.0,0,indore,indore_Metropolitian ,27.04366812227074,7.5620699721624804,0,1,15.0,Indore Kitchen,22.752761,75.883601,22.818942065716836,75.86545659669282
0xe0bb ,27.0,2.5,2.5,0.009209381095384453,0.007172506801305801,0.22403825097779015,0.7595798611255216,0.0,0.0,0.0,0.0,0.0,KOLRES14DEL01 ,22,4.7,2022-02-15,2022-02-15 16:35:00,2022-02-15 16:50:00,Fog,Medium ,Drinks ,motorcycle ,1.0,No ,Metropolitian ,27.0,0,kolkata,kolkata_Metropolitian ,27.335952848722986,6.053991527368519,0,0,15.0,Aerosky Bar & Kitchen,22.6324721,88.4344419,22.579386727030165,88.44851234509805
0x6a35 ,22.0,2.5,2.0,0.0,0.0012667764264466498,0.4234283479851062,0.5724260466287802,0.0022396336557257463,0.00046241413610626614,0.0001767811678345449,0.0,0.0,INDORES18DEL02 ,30,4.5,2022-03-01,2022-03-01 10:55:00,2022-03-01 11:10:00,Cloudy,Low ,Snack ,motorcycle ,1.0,No ,Urban ,22.0,0,indore,indore_Urban ,23.213213213213212,3.025059809277375,0,0,15.0,Vijay Chaat House (Chappan Dukan),22.7237365,75.8846232,22.71510510879315,75.9125604095265
0x419f ,43.0,3.5,4.0,0.0,0.0,0.0004427202190780465,0.0,0.15583373985601484,0.48407215048922075,0.34494046662228983,0.014601032703507431,0.00010989010989010989,MYSRES12DEL01 ,20,4.6,2022-03-06,2022-03-06 18:35:00,2022-03-06 18:40:00,Cloudy,Medium ,Snack ,motorcycle ,2.0,No ,Metropolitian ,43.0,1,mysuru,mysuru_Metropolitian ,27.17863720073665,17.099225478912437,1,0,5.0,Mysore rolls,12.3012869,76.6351296,12.183264190127229,76.53364716670733
0x5008 ,16.0,1.5,1.5,0.43184518198648464,0.5497983660418314,0.010945158792099695,0.005429168135530962,0.001982125044053152,0.0,0.0,0.0,0.0,COIMBRES12DEL02 ,26,4.9,2022-03-03,2022-03-03 17:20:00,2022-03-03 17:35:00,Fog,Medium ,Meal ,electric_scooter ,1.0,No ,Urban ,16.0,1,coimbatore,coimbatore_Urban ,22.834355828220858,7.790439155314363,0,1,15.0,Valarmathi Mess,11.0018364,76.9759344,10.931505604530004,76.97969231704896
0x5641 ,18.0,1.5,1.5,0.0005268488202480642,0.5763708903656782,0.42083007380907594,0.002272187004997996,0.0,0.0,0.0,0.0,0.0,VADRES14DEL01 ,24,4.8,2022-03-17,2022-03-17 10:20:00,2022-03-17 10:25:00,Fog,Low ,Meal ,motorcycle ,1.0,No ,Metropolitian ,18.0,0,vadodara,vadodara_Metropolitian ,27.81117021276596,1.5147873459323735,0,0,5.0,Jassi De Parathe,22.310729,73.16623600000001,22.29863595567206,73.17310769155175
0x4a06 ,15.0,2.0,1.5,0.012620881197609886,0.3093246988837006,0.35122646467699775,0.3267903374897958,3.7617751895681414e-05,0.0,0.0,0.0,0.0,SURRES010DEL03 ,27,4.6,2022-03-14,2022-03-14 21:40:00,2022-03-14 21:55:00,Stormy,Jam ,Snack ,scooter ,1.0,No ,Metropolitian ,15.0,1,surat,surat_Metropolitian ,27.114797031863816,13.681590426854767,1,1,15.0,Shree Sainath Snacks,21.1883329,72.81337359999999,21.073708584306132,72.86257547468193
0xb7b1 ,17.0,1.5,1.5,0.0007036247334754797,0.9982170722793267,0.00012522861207071734,0.0005928673033936192,0.00031421459053038,4.6992481203007515e-05,0.0,0.0,0.0,CHENRES01DEL01 ,36,4.9,2022-03-28,2022-03-28 15:55:00,2022-03-28 16:05:00,Cloudy,Medium ,Snack ,scooter ,0.0,No ,Urban ,17.0,1,chennai,chennai_Urban ,23.075757575757574,6.209735433842075,0,1,10.0,Kakada Ramprasad Sweets and Chaats,13.0903748,80.2789811,13.09310844438684,80.22178731638697
0x448d ,40.0,3.5,4.0,0.0,0.0,0.0,0.0,0.3243246818468682,0.37096846808828615,0.3043710871882673,0.00033576287657920313,0.0,MUMRES010DEL02 ,28,4.3,2022-03-08,2022-03-08 22:00:00,2022-03-08 22:15:00,Fog,Jam ,Drinks ,scooter ,1.0,No ,Metropolitian ,40.0,1,mumbai,mumbai_Metropolitian ,26.970575318401405,19.88997830374344,1,1,15.0,Slink & Bardot,19.017247,72.81752100000001,19.194996308545374,72.84519453111254
0x9b21 ,29.0,2.5,2.5,4.5648022627155765e-05,0.002218562409833557,0.012410389375369833,0.6277790701793637,0.35298403531582423,0.004562294696982462,0.0,0.0,0.0,INDORES07DEL03 ,38,4.9,2022-03-13,2022-03-13 17:55:00,2022-03-13 18:10:00,Stormy,Medium ,Buffet ,electric_scooter ,1.0,No ,Metropolitian ,29.0,1,indore,indore_Metropolitian ,27.04366812227074,9.075521306663484,0,1,15.0,Little Monk,22.780577,75.8624356,22.723736016346027,75.92608955730235
0x2359 ,19.0,2.0,1.5,0.012491488555635782,0.30351281506354094,0.3497652822272308,0.33382132344916565,0.000271728067064017,0.00013736263736263736,0.0,0.0,0.0,MUMRES13DEL01 ,26,4.7,2022-03-14,2022-03-14 19:50:00,2022-03-14 20:00:00,Sandstorms,Jam ,Drinks ,motorcycle ,1.0,No ,Metropolitian ,19.0,1,mumbai,mumbai_Metropolitian ,26.970575318401405,16.822056546203214,1,1,10.0,Slink & Bardot,19.017247,72.81752100000001,19.126913562547266,72.92817109275232
0x338c ,20.0,1.5,2.0,0.005897833480438565,0.5585486044520129,0.42184367761933184,0.006801572875883485,0.006900947802083912,0.0,7.363770250368188e-06,0.0,0.0,HYDRES14DEL01 ,39,4.9,2022-03-21,2022-03-21 11:50:00,2022-03-21 12:05:00,Sunny,High ,Buffet ,scooter ,1.0,No ,Urban ,20.0,1,hyderabad,hyderabad_Urban ,23.318385650224215,1.5368503798521727,0,1,15.0,63 Degrees Modern Regional Buffet,17.4433254,78.3679466,17.436746838046485,78.38068680175691
0x76cd ,28.0,2.5,2.5,0.003369171321027908,0.004694078507663993,0.004502544223835399,0.5916580288197277,0.3938189299607877,0.001847357057064114,0.00010989010989010989,0.0,0.0,CHENRES05DEL02 ,32,4.8,2022-04-05,2022-04-05 19:30:00,2022-04-05 19:40:00,Stormy,Jam ,Drinks ,scooter ,0.0,No ,Urban ,28.0,1,chennai,chennai_Urban ,23.075757575757574,7.761284984440735,0,1,10.0,Lord of the Drinks Chennai,13.0622072,80.2455444,13.024902397764158,80.18494425396408
0x49f4 ,17.0,1.5,1.5,0.001369814960975182,0.9986301850390248,0.0,0.0,0.0,0.0,0.0,0.0,0.0,SURRES19DEL01 ,38,4.9,2022-03-13,2022-03-13 16:40:00,2022-03-13 16:45:00,Fog,Medium ,Drinks ,scooter ,1.0,No ,Urban ,17.0,0,surat,surat_Urban ,23.008595988538683,6.081595038517862,0,1,5.0,Spice Villa Restaurant,21.1616934,72.7727254,21.213121022085932,72.75215255357875
0xaf50 ,47.0,4.0,4.5,0.0,0.0,0.0,0.0,5.830903790087464e-06,0.0037366699884225207,0.43604470971435805,0.251096576338496,0.3091162130549337,MYSRES11DEL03 ,39,4.9,2022-03-31,2022-03-31 21:35:00,2022-03-31 21:50:00,Fog,Jam ,Drinks ,motorcycle ,0.0,Yes ,Metropolitian ,47.0,1,mysuru,mysuru_Metropolitian ,27.17863720073665,13.989532157306373,1,0,15.0,The Old House,12.2995764,76.6424693,12.32514594373689,76.51651666631471
0x1244 ,42.0,5.0,4.0,0.0,0.0,0.0,0.0,0.003290958435315015,0.00905774584284291,0.24654475640575985,0.24537407643545245,0.4957324628806308,CHENRES09DEL01 ,21,3.5,2022-04-01,2022-04-01 13:30:00,2022-04-01 13:45:00,Sunny,High ,Buffet ,motorcycle ,2.0,No ,Metropolitian ,42.0,1,chennai,chennai_Metropolitian ,27.45638766519824,6.209259882041872,0,0,15.0,Broken Bridge Cafe Indian Restaurant,13.0172504,80.27063389999999,13.072377336435894,80.28138670379671
0x25c6 ,19.0,1.5,1.5,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,PUNERES13DEL01 ,38,4.6,2022-03-21,2022-03-21 08:15:00,2022-03-21 08:30:00,Cloudy,Low ,Meal ,scooter ,1.0,No ,Metropolitian ,19.0,0,pune,pune_Metropolitian ,27.299866131191433,1.5321547990764783,0,1,15.0,The Sassy Spoon,18.533963,73.89873589999999,18.52191359833324,73.89159343509269
0x24fd ,28.0,2.5,2.5,0.0012047872955351967,0.011002943993866499,0.08232754756340127,0.7194832831276172,0.18326203098170543,0.00271940703787442,0.0,0.0,0.0,PUNERES18DEL01 ,39,4.8,2022-03-11,2022-03-11 16:35:00,2022-03-11 16:50:00,Windy,Medium ,Meal ,scooter ,1.0,No ,Metropolitian ,28.0,0,pune,pune_Metropolitian ,27.299866131191433,6.127835452844327,0,1,15.0,The Sassy Spoon,18.533963,73.89873589999999,18.50994372395657,73.84644764587982
0x62f7 ,25.0,3.5,2.5,0.0,0.0009772538369756624,0.004862754260139069,0.3477563252602545,0.15484333236182196,0.4914982224795666,3.7267080745341614e-05,2.484472049689441e-05,0.0,JAPRES15DEL01 ,31,5.0,2022-03-30,2022-03-30 11:40:00,2022-03-30 11:55:00,Cloudy,High ,Snack ,motorcycle ,1.0,No ,Metropolitian ,25.0,1,jaipur,jaipur_Metropolitian ,27.549778315195486,1.4899109729390851,0,1,15.0,Sip and Snacks - Bapu Nagar,26.8873596,75.8053908,26.89768616104525,75.7957855481903
0x24b4 ,28.0,2.0,2.5,0.08567636363263609,0.08659602424484553,0.4348822644249589,0.39253922524857987,0.0002040816326530612,0.0001020408163265306,0.0,0.0,0.0,RANCHIRES04DEL01 ,27,4.9,2022-03-13,2022-03-13 16:45:00,2022-03-13 16:50:00,Sandstorms,Medium ,Buffet ,motorcycle ,0.0,No ,Metropolitian ,28.0,0,ranchi,ranchi_Metropolitian ,27.371773750686437,6.037448590044755,0,1,5.0,The Reef Rooftop Restaurant,23.3655328,85.3438771,23.328899258299685,85.30015379063117
0x493c ,27.0,2.0,2.5,0.001160042964554243,0.0860328089495553,0.6772305919394516,0.23554616100966153,3.0395136778115502e-05,0.0,0.0,0.0,0.0,BANGRES06DEL03 ,26,4.9,2022-03-29,2022-03-29 00:00:00,2022-03-29 00:10:00,Sunny,Low ,Snack ,motorcycle ,1.0,No ,Urban ,27.0,0,bengaluru,bengaluru_Urban ,22.692307692307693,13.971950882978046,1,0,10.0,Suryavanshi's The Snacks Hub,12.9726932,77.57039309999999,12.983934989661279,77.44212363205129
0x397a ,19.0,2.0,1.5,0.0004362770534775701,0.2366784718683489,0.42017976416122976,0.34235609033131587,1.1904761904761905e-05,0.0,0.0003374918237233342,0.0,0.0,INDORES02DEL03 ,26,4.1,2022-03-15,2022-03-15 23:35:00,2022-03-15 23:40:00,Sandstorms,Low ,Buffet ,motorcycle ,1.0,No ,Metropolitian ,19.0,0,indore,indore_Metropolitian ,27.04366812227074,4.539068203248639,0,0,5.0,Little Monk,22.780577,75.8624356,22.78715093993768,75.90606714457356
0x353e ,20.0,1.5,2.0,0.0025009709007162103,0.4042119539993056,0.3314145253209093,0.2562910978058194,0.005525060995805537,3.759398496240601e-05,0.0,1.8796992481203007e-05,0.0,INDORES04DEL03 ,35,5.0,2022-03-12,2022-03-12 23:30:00,2022-03-12 23:45:00,Sunny,Low ,Drinks ,motorcycle ,0.0,No ,Metropolitian ,20.0,0,indore,indore_Metropolitian ,27.04366812227074,13.61117180523985,1,1,15.0,Skyhouse Cocktail Garden,22.7518422,75.89687649999999,22.640158084738115,75.95218787584703
0xb6ff ,22.0,2.5,2.0,0.004235030987952343,0.3023605961635695,0.29858696712768434,0.3908161079268585,0.003515322712998352,0.0004551456760044743,3.082940493270479e-05,0.0,0.0,MUMRES07DEL03 ,33,4.9,2022-03-02,2022-03-02 22:55:00,2022-03-02 23:00:00,Stormy,Low ,Meal ,scooter ,1.0,No ,Metropolitian ,22.0,1,mumbai,mumbai_Metropolitian ,26.970575318401405,13.767318777064409,1,1,5.0,Mumbai Meals,-29.8350836,30.9880832,-29.83526649882086,30.845631360078272
0xb8dd ,17.0,1.5,1.5,0.0,0.9984857717918642,1.7899930171103616e-05,0.0007024513137416879,0.00047207985139680617,0.00032179711282615344,0.0,0.0,0.0,MUMRES13DEL01 ,34,4.5,2022-03-07,2022-03-07 15:25:00,2022-03-07 15:30:00,Fog,Medium ,Buffet ,scooter ,1.0,No ,Urban ,17.0,1,mumbai,mumbai_Urban ,22.85985401459854,6.117725989708161,0,1,5.0,Peshwa Pavilion,19.1039406,72.8696246,19.13333891101196,72.82038910335191
0xcff ,24.0,2.0,2.0,0.00010430017436433631,0.017674944073674394,0.4737986001722498,0.41347425594709675,0.07682507707311512,0.01748597626761971,0.00045922777513072196,0.00017761851674895154,0.0,VADRES01DEL02 ,30,4.7,2022-03-06,2022-03-06 17:10:00,2022-03-06 17:20:00,Stormy,Medium ,Snack ,motorcycle ,1.0,No ,Metropolitian ,24.0,1,vadodara,vadodara_Metropolitian ,27.81117021276596,19.688565914789702,1,1,10.0,Iscon Gathiya - Vadodara,22.3236956,73.2544173,22.248753326352045,73.42766863437633
0x4a4c ,48.0,5.0,4.5,0.0,0.0,0.0,0.000488818628551473,0.010160494723727055,0.06456976201050259,0.2721635257011853,0.2536876793574292,0.39892971957860507,PUNERES16DEL01 ,30,4.6,2022-03-23,2022-03-23 20:20:00,2022-03-23 20:25:00,Stormy,Jam ,Drinks ,motorcycle ,1.0,Yes ,Metropolitian ,48.0,1,pune,pune_Metropolitian ,27.299866131191433,10.724956120302584,1,0,5.0,Cobbler & Crew,18.5494971,73.9026573,18.507324091689778,73.81120679534584
